point_id,X_value,Y_value
162,0.674118238304498,0.734382578654255
163,0.487647218794902,0.45970489997488
164,0.157756177762081,0.309703255119131
165,0.689183182476617,0.789866464209306
166,0.69174764209249,0.733381500316765
167,0.737140226677875,0.737194806438498
168,0.240252153430194,0.262625891422314
169,0.0814768442613676,0.22676535609093
170,0.345763715054232,0.488254328398005
171,0.888225215073402,0.916578441337274
172,0.507322332773835,0.409815027118435
173,0.249053671504639,0.239673076264424
174,0.756051110121857,0.831724455237817
175,0.0366377003633321,0
176,0.143308666584024,0.195988781193438
177,0.338166792116538,0.480407292211667
178,0.806693276081553,0.706363672383142
179,0.647851252307211,0.546013612206111
180,0.0526832576937758,0.117731004543007
181,0.943284899994095,0.81094303994893
182,0.772668540173252,0.769355722676998
183,0.171165571731405,0.271270221238995
184,0.215363481518039,0.26953225764084
185,0.144737142064182,0.166947468288369
186,0.626724463229634,0.72226696520796
187,0.625595828873254,0.673911559442014
188,0.893485366489964,0.951135152171464
189,0.120088370834455,0.261869330886055
190,0.961081513339783,0.851765139432147
191,0.825095349673269,0.78540791762017
192,0.90340361218803,0.970725430180988
193,0.15153623008183,0.192576230483008
194,0.93186709604161,0.883382912729676
195,0.733044364038166,0.783529619490523
196,0.175908787005804,0.201477309280988
197,0.101643687947232,0.131164944295563
198,0.45249525741009,0.476323026778866
199,0.939621503870157,0.992266059314116
